candidate_id,rank,score,reasoning
CAND_0053591,51,0.26290644919324163,"AI Engineer with 5.3 years looks like a strong fit for the Senior AI Engineer role at Ola from Toronto, with retrieval/ranking experience around embeddings, faiss, bm25; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.81 recruiter response rate, and 60-day notice period."
CAND_0044222,52,0.25850697107122667,"AI Engineer with 7.7 years looks like a strong fit for the Senior AI Engineer role at PolicyBazaar from Vizag, Andhra Pradesh, with retrieval/ranking experience around retrieval, vector search, faiss; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.60 recruiter response rate, and 60-day notice period."
CAND_0052335,53,0.25757643507010636,"Applied ML Engineer with 6.4 years looks like a strong fit for the Senior AI Engineer role at Aganitha from Berlin, with retrieval/ranking experience around embeddings, faiss, ranking; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.79 recruiter response rate, and 60-day notice period."
CAND_0094759,54,0.2566392823879926,"Lead AI Engineer with 8.6 years looks like a strong fit for the Senior AI Engineer role at Meta from Mumbai, Maharashtra, with retrieval/ranking experience around embeddings, retrieval, vector search; production evidence with production, mlops. The main concern is the candidate is not marked open to work; recruiter response rate is only 0.11."
CAND_0098846,55,0.2509209233199432,"AI Engineer with 7.6 years looks like a strong fit for the Senior AI Engineer role at upGrad from Indore, Madhya Pradesh, with retrieval/ranking experience around embeddings, retrieval, ranking; production evidence with azure, deployment, production. Availability signals look workable, with open-to-work status, 0.62 recruiter response rate, and 45-day notice period."
CAND_0017960,56,0.24958191691085507,"Recommendation Systems Engineer with 7.7 years looks like a strong fit for the Senior AI Engineer role at Nykaa from Bangalore, Karnataka, with retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with python, deployment, production. Availability signals look workable, with open-to-work status, 0.72 recruiter response rate, and 60-day notice period."
CAND_0054394,57,0.24321144640847822,"Recommendation Systems Engineer with 4.1 years is slightly junior for the target seniority band, but shows relevant evidence through retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.64 recruiter response rate, and 30-day notice period."
CAND_0002025,58,0.23907122770656025,"Senior AI Engineer with 5.9 years looks like a strong fit for the Senior AI Engineer role at Apple from Trivandrum, Kerala, with retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with python, production. Availability signals look workable, with open-to-work status, 0.80 recruiter response rate, and 30-day notice period."
CAND_0040117,59,0.23901164651925985,"Recommendation Systems Engineer with 6.5 years looks like a strong fit for the Senior AI Engineer role at PhonePe from Vizag, Andhra Pradesh, with retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.66 recruiter response rate, and 15-day notice period."
CAND_0050454,60,0.2327238356951939,"AI Engineer with 6.8 years looks like a strong fit for the Senior AI Engineer role at Rephrase.ai from Delhi, Delhi, with retrieval/ranking experience around retrieval, faiss, elasticsearch; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.77 recruiter response rate, and 30-day notice period."
CAND_0076904,61,0.23015379794707438,"Senior Data Scientist with 4.2 years is slightly junior for the target seniority band, but shows relevant evidence through retrieval/ranking experience around retrieval, vector search, faiss; production evidence with deployment, production, mlops. Availability signals look workable, with open-to-work status, 0.54 recruiter response rate, and 90-day notice period."
CAND_0041610,62,0.22375631338716243,"Recommendation Systems Engineer with 6.7 years looks like a strong fit for the Senior AI Engineer role at Zoho from Indore, Madhya Pradesh, with retrieval/ranking experience around embeddings, retrieval, elasticsearch; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.52 recruiter response rate, and 30-day notice period."
CAND_0039383,63,0.21839504510718005,"Applied ML Engineer with 7.1 years looks like a strong fit for the Senior AI Engineer role at Meesho from Gurgaon, Haryana, with retrieval/ranking experience around retrieval, vector search, faiss; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.61 recruiter response rate, and 90-day notice period."
CAND_0001610,64,0.20441527385205213,"Machine Learning Engineer with 3.0 years is slightly junior for the target seniority band, but shows relevant evidence through retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.57 recruiter response rate, and 90-day notice period."
CAND_0049896,65,0.2038114975208148,"Search Engineer with 7.3 years looks like a strong fit for the Senior AI Engineer role at Unacademy from Vizag, Andhra Pradesh, with retrieval/ranking experience around embeddings, retrieval, vector search; production evidence with deployment, production. The main concern is location is not an obvious match for the preferred cities."
CAND_0007009,66,0.19994183184491413,"Recommendation Systems Engineer with 7.9 years looks like a strong fit for the Senior AI Engineer role at Wysa from Noida, Uttar Pradesh, with retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with python, deployment, production. Availability signals look workable, with open-to-work status, 0.62 recruiter response rate, and 30-day notice period."
CAND_0088025,67,0.19899287342133642,"Staff Machine Learning Engineer with 8.6 years looks like a strong fit for the Senior AI Engineer role at Yellow.ai from Jaipur, Rajasthan, with retrieval/ranking experience around retrieval, elasticsearch, bm25; production evidence with python, production, mlops. Availability signals look workable, with open-to-work status, 0.83 recruiter response rate, and 90-day notice period."
CAND_0037980,68,0.19314648795433376,"Senior Applied Scientist with 9.0 years looks like a strong fit for the Senior AI Engineer role at Niramai from Kolkata, West Bengal, with retrieval/ranking experience around retrieval, bm25, ranking; production evidence with production. Availability signals look workable, with open-to-work status, 0.63 recruiter response rate, and 0-day notice period."
CAND_0041669,69,0.17645435659171618,"Recommendation Systems Engineer with 8.0 years looks like a strong fit for the Senior AI Engineer role at CRED from Noida, Uttar Pradesh, with retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with deployment, production, mlops. Availability signals look workable, with open-to-work status, 0.77 recruiter response rate, and 60-day notice period."
CAND_0068811,70,0.17159868569269468,"Applied ML Engineer with 8.0 years looks like a strong fit for the Senior AI Engineer role at Freshworks from Pune, Maharashtra, with retrieval/ranking experience around embeddings, retrieval, vector search; production evidence with deployment, production. The profile looks usable, with no major red flags from the observed signals."
CAND_0076831,71,0.1620661759009769,"Search Engineer with 4.0 years is slightly junior for the target seniority band, but shows relevant evidence through retrieval/ranking experience around retrieval, faiss, bm25; production evidence with deployment, production, mlops. Availability signals look workable, with open-to-work status, 0.50 recruiter response rate, and 90-day notice period."
CAND_0078002,72,0.15736125175770044,"Machine Learning Engineer with 6.3 years looks like a strong fit for the Senior AI Engineer role at Meta from Coimbatore, Tamil Nadu, with retrieval/ranking experience around embeddings, retrieval, ranking; production evidence with api, fastapi, deployment. Availability signals look workable, with open-to-work status, 0.86 recruiter response rate, and 60-day notice period."
CAND_0008425,73,0.15443360906253178,"Senior NLP Engineer with 7.8 years looks like a strong fit for the Senior AI Engineer role at Ola from Kolkata, West Bengal, with retrieval/ranking experience around retrieval, bm25, ranking; production evidence with python, production. Availability signals look workable, with open-to-work status, 0.66 recruiter response rate, and 90-day notice period."
CAND_0010257,74,0.14500693982543328,"Senior Data Scientist with 6.5 years looks like a strong fit for the Senior AI Engineer role at Google from Noida, Uttar Pradesh, with retrieval/ranking experience around embeddings, retrieval, ranking; production evidence with python, deployment, production. The profile looks usable, with no major red flags from the observed signals."
CAND_0010685,75,0.13842566794283823,"NLP Engineer with 6.7 years looks like a strong fit for the Senior AI Engineer role at Rephrase.ai from Kolkata, West Bengal, with retrieval/ranking experience around retrieval, faiss, elasticsearch; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.83 recruiter response rate, and 30-day notice period."
CAND_0037944,76,0.1384171415298006,"Senior Data Scientist with 4.9 years is slightly junior for the target seniority band, but shows relevant evidence through retrieval/ranking experience around embeddings, retrieval, vector search; production evidence with python, deployment, production. The main concern is location is not an obvious match for the preferred cities."
CAND_0095528,77,0.1308923014026174,"Senior Data Scientist with 5.3 years looks like a strong fit for the Senior AI Engineer role at Netflix from Indore, Madhya Pradesh, with retrieval/ranking experience around embeddings, retrieval, vector search; production evidence with python, deployment, production. Availability signals look workable, with open-to-work status, 0.55 recruiter response rate, and 45-day notice period."
CAND_0089552,78,0.12693283781672754,"Machine Learning Engineer with 6.0 years looks like a strong fit for the Senior AI Engineer role at Netflix from Kolkata, West Bengal, with retrieval/ranking experience around embeddings, vector search, faiss; production evidence with deployment, production. The main concern is the candidate is not marked open to work; location is not an obvious match for the preferred cities."
CAND_0031593,79,0.12401926431373292,"Search Engineer with 7.8 years looks like a strong fit for the Senior AI Engineer role at Genpact AI from Kolkata, West Bengal, with retrieval/ranking experience around embeddings, retrieval, elasticsearch; production evidence with gcp, deployment, production. Availability signals look workable, with open-to-work status, 0.58 recruiter response rate, and 90-day notice period."
CAND_0081686,80,0.11614532684390859,"Search Engineer with 6.0 years looks like a strong fit for the Senior AI Engineer role at Netflix from Austin, with retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with python, deployment, production. The main concern is the candidate is not marked open to work; location is not an obvious match for the preferred cities."
CAND_0030827,81,0.11241041158314823,"Senior Data Scientist with 5.4 years looks like a strong fit for the Senior AI Engineer role at Freshworks from Singapore, with retrieval/ranking experience around retrieval, faiss, elasticsearch; production evidence with deployment, production. The main concern is location is not an obvious match for the preferred cities."
CAND_0070485,82,0.1103093784249768,"Search Engineer with 6.4 years looks like a strong fit for the Senior AI Engineer role at Saarthi.ai from Coimbatore, Tamil Nadu, with retrieval/ranking experience around retrieval, faiss, elasticsearch; production evidence with gcp, deployment, production. The main concern is location is not an obvious match for the preferred cities."
CAND_0027691,83,0.10495772761662753,"NLP Engineer with 6.5 years looks like a strong fit for the Senior AI Engineer role at Haptik from Pune, Maharashtra, with retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with python, deployment, production. Availability signals look workable, with open-to-work status, 0.68 recruiter response rate, and 15-day notice period."
CAND_0064326,84,0.10015889300059226,"Search Engineer with 7.6 years looks like a strong fit for the Senior AI Engineer role at Sarvam AI from Gurgaon, Haryana, with retrieval/ranking experience around embeddings, retrieval, bm25; production evidence with python, deployment, production. Availability signals look workable, with open-to-work status, 0.94 recruiter response rate, and 45-day notice period."
CAND_0057701,85,0.09812731962354355,"Recommendation Systems Engineer with 4.1 years is slightly junior for the target seniority band, but shows relevant evidence through retrieval/ranking experience around retrieval, faiss, ranking; production evidence with python, deployment, production. The main concern is location is not an obvious match for the preferred cities."
CAND_0043228,86,0.09302735967747075,"Applied ML Engineer with 6.8 years looks like a strong fit for the Senior AI Engineer role at Zoho from Chennai, Tamil Nadu, with retrieval/ranking experience around retrieval, vector search, faiss; production evidence with api, fastapi, deployment. The main concern is the candidate is not marked open to work; location is not an obvious match for the preferred cities."
CAND_0037566,87,0.08966342749344781,"Machine Learning Engineer with 6.9 years looks like a strong fit for the Senior AI Engineer role at LinkedIn from Bangalore, Karnataka, with retrieval/ranking experience around embeddings, retrieval, elasticsearch; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.50 recruiter response rate, and 15-day notice period."
CAND_0006418,88,0.08815633779224308,"Machine Learning Engineer with 5.7 years looks like a strong fit for the Senior AI Engineer role at Verloop.io from Gurgaon, Haryana, with retrieval/ranking experience around embeddings, retrieval, elasticsearch; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.92 recruiter response rate, and 60-day notice period."
CAND_0071974,89,0.08481976463332594,"Senior AI Engineer with 7.8 years looks like a strong fit for the Senior AI Engineer role at Netflix from Vizag, Andhra Pradesh, with retrieval/ranking experience around embeddings, retrieval, elasticsearch; production evidence with production, mlops. Availability signals look workable, with open-to-work status, 0.76 recruiter response rate, and 45-day notice period."
CAND_0083879,90,0.08123000905514366,"Machine Learning Engineer with 7.1 years looks like a strong fit for the Senior AI Engineer role at Ola from Noida, Uttar Pradesh, with retrieval/ranking experience around retrieval, faiss, ranking; production evidence with deployment, production, mlops. The profile looks usable, with no major red flags from the observed signals."
CAND_0027801,91,0.05668839294011592,"NLP Engineer with 7.4 years looks like a strong fit for the Senior AI Engineer role at InMobi from Hyderabad, Telangana, with retrieval/ranking experience around retrieval, vector search, faiss; production evidence with deployment, production, mlops. The profile looks usable, with no major red flags from the observed signals."
CAND_0062247,92,0.04924109684368072,"AI Engineer with 7.3 years looks like a strong fit for the Senior AI Engineer role at Google from Kochi, Kerala, with retrieval/ranking experience around retrieval, vector search, faiss; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.78 recruiter response rate, and 30-day notice period."
CAND_0020708,93,0.047650318478763935,"Search Engineer with 4.2 years is slightly junior for the target seniority band, but shows relevant evidence through retrieval/ranking experience around retrieval, faiss, elasticsearch; production evidence with python, deployment, production. Availability signals look workable, with open-to-work status, 0.84 recruiter response rate, and 30-day notice period."
CAND_0081852,94,0.04755204268722576,"Senior Data Scientist with 5.9 years looks like a strong fit for the Senior AI Engineer role at Mad Street Den from Delhi, Delhi, with retrieval/ranking experience around embeddings, retrieval, vector search; production evidence with deployment, production, mlops. The profile looks usable, with no major red flags from the observed signals."
CAND_0080372,95,0.030983054598799586,"Computer Vision Engineer with 5.2 years looks like a strong fit for the Senior AI Engineer role at Zoho from Mumbai, Maharashtra, with retrieval/ranking experience around retrieval, bm25, ranking; production evidence with python, api, fastapi. Availability signals look workable, with open-to-work status, 0.63 recruiter response rate, and 90-day notice period."
CAND_0060315,96,0.021723465484661475,"Senior Software Engineer (ML) with 5.4 years looks like a strong fit for the Senior AI Engineer role at Glance from Bangalore, Karnataka, with retrieval/ranking experience around retrieval, bm25, ranking; production evidence with python, api, deployment. Availability signals look workable, with open-to-work status, 0.63 recruiter response rate, and 90-day notice period."
CAND_0075439,97,0.020168855394495675,"Machine Learning Engineer with 4.3 years is slightly junior for the target seniority band, but shows relevant evidence through retrieval/ranking experience around embeddings, retrieval, vector search; production evidence with deployment, production. The main concern is the candidate is not marked open to work; location is not an obvious match for the preferred cities."
CAND_0016163,98,0.006043396836472391,"Applied ML Engineer with 6.7 years looks like a strong fit for the Senior AI Engineer role at Dream11 from Gurgaon, Haryana, with retrieval/ranking experience around embeddings, retrieval, faiss; production evidence with deployment, production. The profile looks usable, with no major red flags from the observed signals."
CAND_0011432,99,0.005186096733131347,"Senior Data Scientist with 7.6 years looks like a strong fit for the Senior AI Engineer role at Amazon from Chennai, Tamil Nadu, with retrieval/ranking experience around embeddings, retrieval, elasticsearch; production evidence with aws, deployment, production. Availability signals look workable, with open-to-work status, 0.67 recruiter response rate, and 60-day notice period."
CAND_0061339,100,0.0,"Search Engineer with 4.2 years is slightly junior for the target seniority band, but shows relevant evidence through retrieval/ranking experience around embeddings, retrieval, vector search; production evidence with deployment, production. Availability signals look workable, with open-to-work status, 0.90 recruiter response rate, and 90-day notice period."
